objectid,title,org,shortorg,format,collectionid,filename,external_filename,featured_image,description,startdate,enddate,date-range,ctrl_subcat,ctrl_subject,subject_terms,subject_free,region,county,location,material_type,latitude,longitude,cdm-collection,cdm-collection-id,language,rights,rightsstatement,download,img_small,img_thumb
priest-lake-historical-photograph-collection,Priest Lake Historical Photograph Collection,University of Idaho,UI,image/jpeg,https://www.lib.uidaho.edu/digital/priestlake/,/objects/priest-lake-historical-photograph-collection.jpg,https://www.lib.uidaho.edu/media/digital/small/priestlake.jpg,https://www.lib.uidaho.edu/media/digital/small/priestlake.jpg,"A digital collection comprised of 380 historical photographs of Priest Lake, Idaho and the surrounding area. The images span the years 1880 to 1950, documenting the area&apos;s waters, boats, buildings, landscape and people.",1880,1959,1880-1959,"People, Ethnicity, and Culture",City and Town Life;,City and Town Life,,Panhandle region,Bonner County,"Priest Lake, ID",Photographs,48.514088,-116.871872,cdm17254,priestlake,eng,,,https://www.lib.uidaho.edu/digital/priestlake/,/objects/small/priest-lake-historical-photograph-collection_sm.jpg,/objects/thumbs/priest-lake-historical-photograph-collection_th.jpg
psychiana-digital-collection,Psychiana Digital Collection,University of Idaho,UI,image/jpeg,https://www.lib.uidaho.edu/digital/psychiana/,/objects/psychiana-digital-collection.jpg,https://www.lib.uidaho.edu/media/digital/small/psychiana.jpg,https://www.lib.uidaho.edu/media/digital/small/psychiana.jpg,"Materials from the Frank B. Robinson Papers documenting Psychiana, a religion popular in the 1930s and 40s. At its peak, Psychiana was reported to be the seventh largest religious organization in the world. It employed nearly one hundred people, mostly women, and handled up to 50,000 pieces of mail per day. ",1902,1955,1902-1955,Social Life and Customs,Women; Religion;,Women; Religion,,Clearwater region,Latah County,"Moscow, ID",Audio & Sound Recordings; Documents; Photographs; Newspapers,46.733711,-117.001252,cdm17254,psychiana,eng,,,https://www.lib.uidaho.edu/digital/psychiana/,/objects/small/psychiana-digital-collection_sm.jpg,/objects/thumbs/psychiana-digital-collection_th.jpg
r-harold-sigler-photograph-collection,R. Harold Sigler Photograph Collection,Idaho State Archives/Idaho State Historical Society,ISHS,image/jpeg,https://idahohistory.contentdm.oclc.org/digital/collection/p15073coll2,/objects/r-harold-sigler-photograph-collection.jpg,https://cdm16281.contentdm.oclc.org/digital/iiif/p15073coll2/0/full/max/0/default.jpg,0,"R. Harold Sigler was a professional photographer in Boise from the teens through the 1950s.  Although known primarily as a portrait photographer, Sigler also photographed urban and rural landscapes, public buildings, utilities, schools, churches, businesses and homes, athletic events, parades, fetes, funerals, and theatrical productions.",1910,1959,1910-1959,Social Life and Customs,Sports and Recreation; Children and Youth; City and Town Life;Portraits,Sports and Recreation; Children and Youth; City and Town Life,Portraits,Southwest Region,Ada County; Boise County,"Boise, ID",Photographs,43.59210562,-116.2012329,cdm16281,p15073coll2,eng,,,https://idahohistory.contentdm.oclc.org/digital/collection/p15073coll2,/objects/small/r-harold-sigler-photograph-collection_sm.jpg,/objects/thumbs/r-harold-sigler-photograph-collection_th.jpg
railroad-collections,Railroad Collections,Idaho State University,ISU,image/jpeg,https://cdm16942.contentdm.oclc.org/digital/collection/p16942coll18,/objects/railroad-collections.jpg,https://cdm16942.contentdm.oclc.org/digital/iiif/p16942coll18/0/full/max/0/default.jpg,0,"In 1873, John Young, with the help of two New York investors, attempted to bring the railroad to Idaho but there was not enough funding to finish the project. The Utah and Northern Railway, established in 1878 as a daughter company of the Union Pacific, continued building the railroad in Idaho. That same year they built through Fort Hall Reservation on a north to south line. The Oregon Shortline Railway (OSL) started in 1881 and was one of the fastest railroads built that went from Granger, Wyoming to Huntington, Oregon. It connected with the Utah and Northern line on the Reservation, and it was here that a small community of railroad workers was established. Named ""Pocatello Junction"", it became an important transportation crossroads as the Union Pacific expanded its services and provided further development of Idaho's mineral and agricultural resources. The Utah and Northern moved their headquarters in 1887 from Eagle Rock (now, Idaho Falls), to Pocatello, Idaho. This resulted in the government ordering the Reservation to give more land to Pocatello so that the railroad town could continue to grow. Railroads became an economic opportunity that benefitted all social classes. The railroad industry provided jobs and contributed to the growth of cities and towns throughout the country, including Pocatello and southeast Idaho. By the turn of the century, downtown Pocatello was a bustling center of commerce and the residents of this young town numbered just above 4,000. Trains were constantly binging in supplies from destinations across the country and departing just as fas as they arrived, filling the air with the smell of coal smoke. ",1873,1900,1873-1900,Immigration and American Expansion,Railroads;Pacific and Idaho Northern Railroad; Utah and Northern Railway; Oregon Shortline Railroad; Union Pacific Railroad; Southern Pacific Railway; Haynes and White; United States Army Hospital Train; Railway passes; Pullman Palace Car Co.; USO Hut; Railroad bridges;,Railroads,Pacific and Idaho Northern Railroad; Utah and Northern Railway; Oregon Shortline Railroad; Union Pacific Railroad; Southern Pacific Railway; Haynes and White; United States Army Hospital Train; Railway passes; Pullman Palace Car Co.; USO Hut; Railroad bridges;,Southwest region; Southeast region; Upper Snake region,Bannock County; Bingham County; Washington County,"Weiser, Idaho; Eagle Rock, Idaho; Jerome, Idaho; Snake River Gorge",Documents; Photographs; Postcards,,,cdm16942,p16942coll18,eng,,,https://cdm16942.contentdm.oclc.org/digital/collection/p16942coll18,/objects/small/railroad-collections_sm.jpg,/objects/thumbs/railroad-collections_th.jpg
rangeland-center-collection,Rangeland Center Collection,University of Idaho,UI,application/pdf,https://www.lib.uidaho.edu/digital/rangecoll/,/objects/rangeland-center-collection.jpg,https://www.lib.uidaho.edu/media/digital/small/rangecoll.jpg,https://www.lib.uidaho.edu/media/digital/small/rangecoll.jpg,"The Rangeland Center collection is a repository of information created by University of Idaho researchers related to topics in rangeland ecology and management. Subject areas include ecology of rangelands, grazing management, invasive plants, fire ecology, and more.",1969,2013,1969-2013,Agriculture and Natural Resources,Agriculture; Ranching; Water and Water Rights; Forestry and Forestry Products; Geology; Land Use; Public Lands; Pollution; Wilderness;,Agriculture; Ranching; Water and Water Rights; Forestry and Forestry Products; Geology; Land Use; Public Lands; Pollution; Wilderness,,Clearwater region,Ada County; Bonner County; Elmore County; Idaho County; Kootenai County; Latah County; Lemhi County; Shoshone County; Twin Falls County; Valley County,"Moscow, ID",Documents,43.207053,-115.065308,cdm17254,na,eng,,,https://www.lib.uidaho.edu/digital/rangecoll/,/objects/small/rangeland-center-collection_sm.jpg,/objects/thumbs/rangeland-center-collection_th.jpg
ray-brown-collection,Ray Brown Collection,University of Idaho,UI,image/jpeg,https://www.ijc.uidaho.edu/brown_ray/,/objects/ray-brown-collection.jpg,https://www.lib.uidaho.edu/media/digital/small/brown_ray.jpg,https://www.lib.uidaho.edu/media/digital/small/brown_ray.jpg,"A small collection of the photographs and awards of Ray Brown, a renowned jazz double bassist, cellist, and composer. He worked with many other prominent jazz musicians, including Dizzy Gillespie, John Lewis, and Diana Krall. Brown was inducted into the Down Beat Jazz Hall of Fame in 2003.",1953,2003,1953-2003,"Arts, Humanities, and Social Sciences",African Americans; Music;,African Americans; Music,,,,,Photographs,46.7274,-117.01404,cdm17254,ijc_brown,eng,,,https://www.ijc.uidaho.edu/brown_ray/,/objects/small/ray-brown-collection_sm.jpg,/objects/thumbs/ray-brown-collection_th.jpg
robert-e-higgins-collection,Robert E. Higgins Collection,University of Idaho,UI,image/jpeg,https://www.lib.uidaho.edu/digital/higgins/,/objects/robert-e-higgins-collection.jpg,https://www.lib.uidaho.edu/media/digital/small/higgins.jpg,https://www.lib.uidaho.edu/media/digital/small/higgins.jpg,"A collection of photographs by Robert E. Higgins, a professor of plant science at the University of Idaho from 1946 to 1999. During his lifetime, Professor Higgins&apos; photographs were accepted in over 70 juried international salons, and he had one-artist exhibitions in Idaho, Washington, and California.",1982,1998,1982-1998,Environment and Conservation,Fine Arts; City and Town Life; Wilderness;,Fine Arts; City and Town Life; Wilderness,,Southwest region; Magic Valley region; Southeast region; Upper Snake region,,,Photographs,46.72756,-117.01412,cdm17254,higgins,eng,,,https://www.lib.uidaho.edu/digital/higgins/,/objects/small/robert-e-higgins-collection_sm.jpg,/objects/thumbs/robert-e-higgins-collection_th.jpg
robert-w-limbert-collection,Robert W. Limbert Collection,Boise State University,BSU,image/jpeg,https://digital.boisestate.edu/,/objects/robert-w-limbert-collection.jpg,https://cdm15948.contentdm.oclc.org/digital/iiif/Limbert/312/full/max/0/default.jpg,312,"Photos by Limbert and photos of Limbert documenting his exploration of little-known regions of Idaho in the 1910s and 20s, notably what is now known as Craters of the Moon National Monument and Preserve, the Bruneau River canyon, and Sawtooth Mountains. The collection also includes images from his taxidermy business, the Panama-Pacific International Exposition of 1915, and the early years of Redfish Lake Lodge.",1910,1929,1910-1929,Environment and Conservation,Archaeology; Environmental Activism; Environmental Conditions; Geology; National Parks; Monuments; and Forests; Public Lands; Wilderness; Expeditions and Adventure;,Archaeology; Environmental Activism; Environmental Conditions; Geology; National Parks; Monuments; and Forests; Public Lands; Wilderness; Expeditions and Adventure,,Magic Valley region; Southeast region,Blaine County; Butte County; Lincoln County; Minidoka County; Power County,,Postcards,,,cdm15948,Limbert,eng,,,https://digital.boisestate.edu/,/objects/small/robert-w-limbert-collection_sm.jpg,/objects/thumbs/robert-w-limbert-collection_th.jpg
selway-bitterroot-wilderness-history-project,Selway-Bitterroot Wilderness History Project,University of Idaho,UI,image/jpeg,https://sbw.lib.uidaho.edu/,/objects/selway-bitterroot-wilderness-history-project.jpg,https://www.lib.uidaho.edu/media/digital/small/sbwhp.jpg,https://www.lib.uidaho.edu/media/digital/small/sbwhp.jpg,"This collection represents the digital objects of the Selwaay-Bitterroot Wilderness History Project, which is an NEH funded exploration into the human aspects of the Selway-Bitterroot Wilderness.",1920,2011,1920-2011,Environment and Conservation,Forestry and Forestry Products; Wilderness; Expeditions and Adventure;,Forestry and Forestry Products; Wilderness; Expeditions and Adventure,,Clearwater region,Idaho County,Selway-Bitterroot Wilderness,Audio & Sound Recordings; Documents; Oral Histories; Photographs,46.157491,-114.553871,cdm17254,sbw,eng,,,https://sbw.lib.uidaho.edu/,/objects/small/selway-bitterroot-wilderness-history-project_sm.jpg,/objects/thumbs/selway-bitterroot-wilderness-history-project_th.jpg
stacks,Stacks,Idaho Commission for Libraries,ICFL,application/pdf,https://idahodocs.contentdm.oclc.org/digital/collection/p16293coll3,,,0,Contains all publications by Idaho government agencies not included in any subcollection.,,,,"Politics, Government, and Law",;,,,,,,Documents,,,idahodocs,p16293coll3,eng,,,https://idahodocs.contentdm.oclc.org/digital/collection/p16293coll3,/assets/icons/collection.svg,/assets/icons/collection.svg
stacks-subcollection-2-administration-idaho-dept-of,"Stacks subcollection 2 - Administration, Idaho Dept. of",Idaho Commission for Libraries,ICFL,application/pdf,https://idahodocs.contentdm.oclc.org/digital/collection/p16293coll4,,,0,Includes publications from the Idaho Dept. of Administration and its subagencies.,,,,"Politics, Government, and Law",;,,,,,,Documents,,,idahodocs,p16293coll4,eng,,,https://idahodocs.contentdm.oclc.org/digital/collection/p16293coll4,/assets/icons/collection.svg,/assets/icons/collection.svg
stacks-subcollection-3-education-idaho-dept-of,"Stacks subcollection 3 - Education, Idaho Dept. of",Idaho Commission for Libraries,ICFL,application/pdf,https://idahodocs.contentdm.oclc.org/digital/collection/p16293coll5,,,0,Includes publications from the Idaho Dept. of Education and its subagencies.,,,,Education,;,,,,,,Documents,,,idahodocs,p16293coll5,eng,,,https://idahodocs.contentdm.oclc.org/digital/collection/p16293coll5,/assets/icons/collection.svg,/assets/icons/collection.svg
stacks-subcollection-4-education-idaho-state-board-of,"Stacks subcollection 4 - Education, Idaho State Board of",Idaho Commission for Libraries,ICFL,application/pdf,https://idahodocs.contentdm.oclc.org/digital/collection/p16293coll6,,,0,Includes publications from the Idaho State Board of Education and its subagencies. Includes Idaho colleges and universities.,,,,Education,;,,,,,,Documents,,,idahodocs,p16293coll6,eng,,,https://idahodocs.contentdm.oclc.org/digital/collection/p16293coll6,/assets/icons/collection.svg,/assets/icons/collection.svg
stacks-subcollection-5-fish-game-idaho-dept-of,"Stacks subcollection 5 - Fish & Game, Idaho Dept. of",Idaho Commission for Libraries,ICFL,application/pdf,https://idahodocs.contentdm.oclc.org/digital/collection/p16293coll7,,,0,"Includes publications from the Idaho Fish & Game Dept., Fisheries Div. and Wildlife Div. as well as from  the Conservation Data Center now called the Idaho Natural Heritage Program.",,,,Agriculture and Natural Resources,Agriculture; Fisheries and Wildlife; Science; Environmental Conditions;,Agriculture; Fisheries and Wildlife; Science; Environmental Conditions,,,,,Documents,,,idahodocs,p16293coll7,eng,,,https://idahodocs.contentdm.oclc.org/digital/collection/p16293coll7,/assets/icons/collection.svg,/assets/icons/collection.svg
stacks-subcollection-6-governor-office-of-the-idaho,"Stacks subcollection 6 - Governor, Office of the Idaho",Idaho Commission for Libraries,ICFL,application/pdf,https://idahodocs.contentdm.oclc.org/digital/collection/p16293coll8,,,0,"Includes publications from the Office of the Idaho Governor and agencies under that office such as PERSI, Idaho Homeland Security, Liquor Dispensary, Div. of Financial Management, Dept. of Energy Resources, Species Conservation, etc.",,,,"Politics, Government, and Law",;,,,,,,Documents,,,idahodocs,p16293coll8,eng,,,https://idahodocs.contentdm.oclc.org/digital/collection/p16293coll8,/assets/icons/collection.svg,/assets/icons/collection.svg
stacks-subcollection-7-health-welfare-idaho-dept-of,"Stacks subcollection 7 - Health & Welfare, Idaho Dept. of",Idaho Commission for Libraries,ICFL,application/pdf,https://idahodocs.contentdm.oclc.org/digital/collection/p16293coll9,,,0,Includes publications from the Idaho Dept. of Health and Welfare and its subagencies.,,,,"Politics, Government, and Law",;,,,,,,Documents,,,idahodocs,p16293coll9,eng,,,https://idahodocs.contentdm.oclc.org/digital/collection/p16293coll9,/assets/icons/collection.svg,/assets/icons/collection.svg
stacks-subcollection-8-occupational-licenses-idaho-bureau-of,"Stacks subcollection 8 - Occupational Licenses, Idaho Bureau of",Idaho Commission for Libraries,ICFL,application/pdf,https://idahodocs.contentdm.oclc.org/digital/collection/p16293coll10,,,0,Includes publications from the Idaho Bureau of Occupational Licenses.,,,,"Politics, Government, and Law",;,,,,,,Documents,,,idahodocs,p16293coll10,eng,,,https://idahodocs.contentdm.oclc.org/digital/collection/p16293coll10,/assets/icons/collection.svg,/assets/icons/collection.svg
stanton-gilbert-fisher-collection,Stanton Gilbert Fisher Collection,University of Idaho,UI,image/jpeg,https://www.lib.uidaho.edu/digital/fisher/,/objects/stanton-gilbert-fisher-collection.jpg,https://www.lib.uidaho.edu/media/digital/small/fisher.jpg,https://www.lib.uidaho.edu/media/digital/small/fisher.jpg,"Writings and memorabilia of Stanton Gilbert Fisher, pioneer and Nez Perce War scout, 1840-1915. Most of the documents are Nez Perce War collectibles, such as maps, photographs and accounts of the war and its participants. The rest of the papers are personal materials related to Fisher, including autobiographical materials as well as the correspondence and census records of several of his family members.",1855,1945,1855-1945,"Politics, Government, and Law",Native Americans; Laws and Legislation; Military; Politics and Politicians; Territorial Government;,Native Americans; Laws and Legislation; Military; Politics and Politicians; Territorial Government,,Clearwater region; Southwest region,Ada County; Bannock County; Idaho County; Latah County; Nez Perce County,,Documents; Maps; Photographs; Newspapers,45.742401,-116.310539,cdm17254,fisher,eng,,,https://www.lib.uidaho.edu/digital/fisher/,/objects/small/stanton-gilbert-fisher-collection_sm.jpg,/objects/thumbs/stanton-gilbert-fisher-collection_th.jpg
stonebraker-photograph-collection,Stonebraker Photograph Collection,University of Idaho,UI,image/jpeg,https://www.lib.uidaho.edu/digital/stonebraker/,/objects/stonebraker-photograph-collection.jpg,https://www.lib.uidaho.edu/media/digital/small/stonebraker.jpg,https://www.lib.uidaho.edu/media/digital/small/stonebraker.jpg,"A digital collection comprised of 540 historical photographs taken by William Allen Stonebraker at the turn of the century and into the 1920s and 1930s documenting the Salmon River, the Frank Church-River of No Return, the Chamberlain Basin, and the Thunder Mountain Gold Rush.",1897,1931,1897-1931,Agriculture and Natural Resources,Fisheries and Wildlife; Mines and Mineral Resources; Wilderness;,Fisheries and Wildlife; Mines and Mineral Resources; Wilderness,,Southwest region,Idaho County; Lemhi County; Valley County,"Chamberlain Basin, ID; Frank Church River of No Return Wilderness, ID; Salmon, ID",Photographs,44.948193,-115.135872,cdm17254,stonebraker,eng,,,https://www.lib.uidaho.edu/digital/stonebraker/,/objects/small/stonebraker-photograph-collection_sm.jpg,/objects/thumbs/stonebraker-photograph-collection_th.jpg
taylor-ranch-log-book-collection,Taylor Ranch Log Book Collection,University of Idaho,UI,application/pdf,https://www.lib.uidaho.edu/digital/taylor/,/objects/taylor-ranch-log-book-collection.jpg,https://www.lib.uidaho.edu/media/digital/small/taylorranch.jpg,https://www.lib.uidaho.edu/media/digital/small/taylorranch.jpg,"The nine log books in this collection detail daily events from 1997 to 2010 recounted by those living and working at the Taylor Wilderness Research Station. In addition to describing the routine research and maintenance task, the logs also provide wildlife sightings and firsthand accounts of harrowing events, such as the dramatic forest fire and evacuation of the year 2000.",1997,2008,1997-2008,Environment and Conservation,Forestry and Forestry Products; Environmental Conditions; Land Use; National Parks; Monuments; and Forests; Public Lands; Wilderness;,Forestry and Forestry Products; Environmental Conditions; Land Use; National Parks; Monuments; and Forests; Public Lands; Wilderness,,Southwest region,Valley County,"Taylor Wilderness Research Station, ID;",Diaries,45.103422,-114.851106,cdm17254,taylor,eng,,,https://www.lib.uidaho.edu/digital/taylor/,/objects/small/taylor-ranch-log-book-collection_sm.jpg,/objects/thumbs/taylor-ranch-log-book-collection_th.jpg
the-argonaut,The Argonaut,University of Idaho,UI,image/jpeg,https://www.lib.uidaho.edu/digital/argonaut/,/objects/the-argonaut.jpg,https://www.lib.uidaho.edu/media/digital/small/argonaut.jpg,https://www.lib.uidaho.edu/media/digital/small/argonaut.jpg,The Argonaut is the newspaper of the University of Idaho. We hold historical copies from 1898-2010.,1898,2010,1898-2010,Social Life and Customs,Journalism; Publishers and Publishing; Colleges and Universities; Student Life; Clubs and Societies; Fashion;,Journalism; Publishers and Publishing; Colleges and Universities; Student Life; Clubs and Societies; Fashion,,Clearwater region,Latah County,"Moscow, ID",Newspapers,46.728347,-117.007264,cdm17254,argonaut,eng,,,https://www.lib.uidaho.edu/digital/argonaut/,/objects/small/the-argonaut_sm.jpg,/objects/thumbs/the-argonaut_th.jpg
the-big-burn-collection,The Big Burn Collection,University of Idaho,UI,image/jpeg,https://www.lib.uidaho.edu/digital/bigburn/,/objects/the-big-burn-collection.jpg,https://www.lib.uidaho.edu/media/digital/small/bigburn.jpg,https://www.lib.uidaho.edu/media/digital/small/bigburn.jpg,"The Big Burn Collection is an online exhibit of materials related to the ""Big Burn"" fires of 1910 that devastated much of Northern Idaho and Northwest Montana. The collection includes photographs, documents, first-person accounts, and oral histories pertaining to the fires and the local and national responses to them.",1910,1977,1910-1977,Environment and Conservation,City and Town Life; Environmental Conditions;natural disasters;,City and Town Life; Environmental Conditions,natural disasters;,Panhandle region; Clearwater region,Benewah County; Bonner County; Boundary County; Kootenai County; Shoshone County,"Wallace, ID; Lolo Pass, MT; Selway-Bitterroot Wilderness Region",Audio & Sound Recordings; Documents; Oral Histories; Photographs; Newspapers,47.487853,-115.872459,cdm17254,bigburn,eng,,,https://www.lib.uidaho.edu/digital/bigburn/,/objects/small/the-big-burn-collection_sm.jpg,/objects/thumbs/the-big-burn-collection_th.jpg
the-idaho-forester-collection,The Idaho Forester Collection,University of Idaho,UI,image/jpeg,https://www.lib.uidaho.edu/digital/forester/,/objects/the-idaho-forester-collection.jpg,https://www.lib.uidaho.edu/media/digital/small/forester.jpg,https://www.lib.uidaho.edu/media/digital/small/forester.jpg,"The Idaho Forester was published annually from 1917 - 1997 by the University of Idaho&apos;s forestry program. The journal combines research articles, UI program activities information, and analysis of the forest products industry, formerly the dominant industry in Northern Idaho. The collection was developed with the support of a Project Ceres Grant from the Center for Research Libraries and the United States Agricultural Information Network.",1917,1997,1917-1997,Agriculture and Natural Resources,Fisheries and Wildlife; Logging; Forestry and Forestry Products; Environmental Conditions; Land Use; Public Lands; Wilderness;,Fisheries and Wildlife; Logging; Forestry and Forestry Products; Environmental Conditions; Land Use; Public Lands; Wilderness,,Clearwater region,Latah County,"Moscow, ID;",Documents,46.729399,-117.012629,cdm17254,forester,eng,,,https://www.lib.uidaho.edu/digital/forester/,/objects/small/the-idaho-forester-collection_sm.jpg,/objects/thumbs/the-idaho-forester-collection_th.jpg
the-theodore-roosevelt-collection,The Theodore Roosevelt Collection,University of Idaho,UI,image/jpeg,https://www.lib.uidaho.edu/digital/troosevelt/,/objects/the-theodore-roosevelt-collection.jpg,https://www.lib.uidaho.edu/media/digital/small/troosevelt.jpg,https://www.lib.uidaho.edu/media/digital/small/troosevelt.jpg,A collection of photographs from the University of Idaho Historical Photographs Collection commemorating the 100th anniversary of President&apos;s Roosevelt&apos;s historic visit to the University of Idaho campus in 1911.,1911,1938,1911-1938,"Politics, Government, and Law",Political Campaigns; Politics and Politicians; Colleges and Universities;Theodore Roosevelt;,Political Campaigns; Politics and Politicians; Colleges and Universities,Theodore Roosevelt;,Clearwater region,Latah County,"Moscow, ID",Photographs,46.726209,-117.010521,cdm17254,,eng,,,https://www.lib.uidaho.edu/digital/troosevelt/,/objects/small/the-theodore-roosevelt-collection_sm.jpg,/objects/thumbs/the-theodore-roosevelt-collection_th.jpg
theses-and-dissertation-database-etds-,Theses and Dissertation Database (ETDs),University of Idaho,UI,application/pdf,https://www.lib.uidaho.edu/digital/etd,/objects/theses-and-dissertation-database-etds-.jpg,https://www.lib.uidaho.edu/media/digital/small/etds.jpg,https://www.lib.uidaho.edu/media/digital/small/etds.jpg,"A searchable database of cataloged records for over 10,000 theses and dissertations published from 1909 to 2011. This database was most recently updated in June of 2015.",1909,2011,1909-2011,Education,Publishers and Publishing;,Publishers and Publishing,,Clearwater region,Latah County,"Moscow, ID",Documents,46.73524,-117.01396,cdm17254,etd,eng,,,https://www.lib.uidaho.edu/digital/etd,/objects/small/theses-and-dissertation-database-etds-_sm.jpg,/objects/thumbs/theses-and-dissertation-database-etds-_th.jpg
turning-of-the-wheel-collection-humanities-colloquium-2011-2012,Turning of the Wheel Collection - Humanities Colloquium 2011-2012,University of Idaho,UI,image/jpeg,https://www.lib.uidaho.edu/digital/turning/,/objects/turning-of-the-wheel-collection-humanities-colloquium-2011-2012.jpg,https://www.lib.uidaho.edu/media/digital/small/turning.jpg,https://www.lib.uidaho.edu/media/digital/small/turning.jpg,"A Digital Collection of Events from the Humanities Colloquium Series, Turning of the Wheel, University of Idaho | Moscow, Idaho | 2011-2012",2011,2012,2011-2012,"Arts, Humanities, and Social Sciences",Politics and Politicians;,Politics and Politicians,,Clearwater region,Latah County,"Moscow, ID;",Photographs; Video/Film/Moving Images,46.727391,-117.013046,cdm17254,turning,eng,,,https://www.lib.uidaho.edu/digital/turning/,/objects/small/turning-of-the-wheel-collection-humanities-colloquium-2011-2012_sm.jpg,/objects/thumbs/turning-of-the-wheel-collection-humanities-colloquium-2011-2012_th.jpg
u-s-bureau-of-public-roads-ms281-,U.S. Bureau of Public Roads (MS281),Idaho Transportation Department,ITD,image/jpeg,https://cdm16876.contentdm.oclc.org/digital/collection/p16876coll2,/objects/u-s-bureau-of-public-roads-ms281-.jpg,https://cdm16876.contentdm.oclc.org/digital/iiif/p16876coll2/0/full/max/0/default.jpg,0,"This manuscript collection was donated to the Idaho State Archives in 1968 from the United States Bureau of Public Roads (BPR) in Boise, Idaho.  It contains records related to Federal Aid Highway Projects in Idaho including reports, maps, schematics, histories, and photographs dating between 1915 and 1961. The photographs in this collection document Idaho's earliest road construction projects, featuring the historical transition from manual labor to steam engines and then gasoline powered equipment.  Many images are of Idaho's natural geography, used by surveyors, before undertaking construction projects.  It also highlights many of Idaho's natural disasters over time including floods, blizzards, slides, and washouts. In 1969 the BPR was decommissioned in favor of a newly organized Idaho Department of Highways (1970), which later became the Idaho Department of Transportation and then finally, the Idaho Transportation Department (ITD).  Materials donated as part of this collection pre-date this institutional transition.",1915,1961,1915-1961,Education,;,,,,,,,,,cdm16876,p16876coll2,eng,,,https://cdm16876.contentdm.oclc.org/digital/collection/p16876coll2,/objects/small/u-s-bureau-of-public-roads-ms281-_sm.jpg,/objects/thumbs/u-s-bureau-of-public-roads-ms281-_th.jpg
u-s-forest-service,U.S. Forest Service,Idaho State Archives/Idaho State Historical Society,ISHS,image/jpeg,https://idahohistory.contentdm.oclc.org/digital/collection/p16281coll17,/objects/u-s-forest-service.jpg,https://cdm16281.contentdm.oclc.org/digital/iiif/p16281coll17/0/full/max/0/default.jpg,0,"This collection of 339 black and white photographs document forestry activities in the Payette and Boise national forests. Included are photos of planning, site studies, grazing, homesteads, ranger stations, lookouts, and log buildings. Over 100 of these photographs are digitized.",,,,Agriculture and Natural Resources,Mines and Mineral Resources; Forestry and Forestry Products; Land Use;,Mines and Mineral Resources; Forestry and Forestry Products; Land Use,,Salmon region;Southwest region,Idaho County;Boise County;Ada County;Valley County;,"Arrastra Gulch, ID; Payette River, ID",Photographs,43.49746965,-114.038753,cdm16281,p16281coll17,eng,,,https://idahohistory.contentdm.oclc.org/digital/collection/p16281coll17,/objects/small/u-s-forest-service_sm.jpg,/objects/thumbs/u-s-forest-service_th.jpg
ui-campus-photograph-collection,UI Campus Photograph Collection,University of Idaho,UI,image/jpeg,https://www.lib.uidaho.edu/digital/campus/,/objects/ui-campus-photograph-collection.jpg,https://www.lib.uidaho.edu/media/digital/small/campus.jpg,https://www.lib.uidaho.edu/media/digital/small/campus.jpg,The University of Idaho Campus Photograph Collection contains over 3000 historical photographs of the UI Campus from 1889 to the present.,1889,2014,1889-2014,Education,Women; Architecture; Music; Performing Arts; Military; Engineering; Science; Colleges and Universities; Student Life; Sports and Recreation;,Women; Architecture; Music; Performing Arts; Military; Engineering; Science; Colleges and Universities; Student Life; Sports and Recreation,,Clearwater region,Latah County,"Moscow, ID",Architectural Drawings; Photographs,46.728014,-117.011009,cdm17254,pg1,eng,,,https://www.lib.uidaho.edu/digital/campus/,/objects/small/ui-campus-photograph-collection_sm.jpg,/objects/thumbs/ui-campus-photograph-collection_th.jpg
university-of-idaho-historical-photos,University of Idaho Historical Photos,University of Idaho,UI,image/jpeg,https://www.lib.uidaho.edu/digital/uihistorical/,/objects/university-of-idaho-historical-photos.jpg,https://www.lib.uidaho.edu/media/digital/small/uihistorical.jpg,https://www.lib.uidaho.edu/media/digital/small/uihistorical.jpg,"A variety of photographs from several photographic collections held by Special Collections & Archives that depict scenes from the University of Idaho's past. Includes portraits of past professors and alumni, as well as photos of buildings and events.",1863,1980,1863-1980,"People, Ethnicity, and Culture",Women; Colleges and Universities; Student Life; City and Town Life; Clubs and Societies; Sports and Recreation;,Women; Colleges and Universities; Student Life; City and Town Life; Clubs and Societies; Sports and Recreation,,Clearwater region,Latah County,"Moscow, ID;",Photographs,46.725714,-117.011277,cdm17254,spec_uihp,eng,,,https://www.lib.uidaho.edu/digital/uihistorical/,/objects/small/university-of-idaho-historical-photos_sm.jpg,/objects/thumbs/university-of-idaho-historical-photos_th.jpg
